activity,timestamp,landmark_id,x,y
squat,3,1,0.4463634153743976,0.5059116885779306
squat,3,2,0.45408649032970644,0.4497814269130557
squat,3,3,0.3201677712501505,0.49514845523906387
squat,3,4,0.4704540623393229,0.4679009770135181
squat,3,5,0.439083683052362,0.5463413692738269
squat,3,6,0.5388069495001425,0.5404214844427048
squat,3,7,0.5101912655797167,0.3609740859774748
squat,3,8,0.4751228266556677,0.4967399084587841
squat,3,9,0.5262919607069733,0.3869813093527211
squat,3,10,0.35626346472351933,0.4069712859732465
squat,3,11,0.5834961461572936,0.7008394763285177
squat,3,12,0.6203631150693341,0.4927330483232212
squat,3,13,0.6267793395247627,0.5267495367392067
squat,3,14,0.5256838410622062,0.6238498120983088
squat,3,15,0.49849015531995283,0.4606853121822629
squat,3,16,0.658459170563128,0.47487442801031854
squat,3,17,0.5958864992172355,0.47806624787918856
squat,3,18,0.3666016705329992,0.4989356912737668
squat,3,19,0.5077201387924067,0.5946171042124754
squat,3,20,0.4249754625337767,0.402464507558074
squat,3,21,0.38732185226423355,0.5763757940813536
squat,3,22,0.4602366543355778,0.36411598769694975
squat,3,23,0.3699495810171259,0.6619297753410578
squat,3,24,0.5275939711527566,0.6063685270660156
squat,3,25,0.4585917144904203,0.4889088399670892
squat,3,26,0.4379445489385881,0.675929627783281
squat,3,27,0.46346924491209296,0.5447074227663478
squat,3,28,0.32021006301455823,0.3369135433776944
squat,3,29,0.6109068444206942,0.6619766182729724
squat,3,30,0.45708015250374034,0.5701308446766947
squat,3,31,0.5388875722873895,0.6005726053580563
squat,3,32,0.5820835133126158,0.6181055100297552
squat,4,0,0.5680769605893051,0.5336092607637574
squat,4,1,0.5371605790022504,0.6159756188080963
squat,4,2,0.28127290486510426,0.4761517861810809
squat,4,3,0.5754248968889364,0.5812517777848978
squat,4,4,0.5750910958870025,0.4118708105843628
squat,4,5,0.47515935541699217,0.39043783200299537
squat,4,6,0.4594270949970529,0.3889155913425374
squat,4,7,0.32927118805207056,0.3694019593741438
squat,4,8,0.6984775037000929,0.4326044926085034
squat,4,9,0.37919907071197556,0.326709156380957
squat,4,10,0.5486387851308558,0.4622856663821126
squat,4,11,0.4125262957675917,0.528876822249025
squat,4,12,0.6626681179410387,0.5974953125789032
squat,4,13,0.333496653136358,0.458712390353065
squat,4,14,0.49679564391635844,0.6572361811237328
squat,4,15,0.49172957016174634,0.4558053283667466
squat,4,16,0.7379879328455686,0.49362037623367344
squat,4,17,0.6276285338208419,0.7174782421485921
squat,4,18,0.5759763535455968,0.5573322640425591
squat,4,19,0.651437880418521,0.5584451649786293
squat,4,20,0.40254332115263436,0.6796096119804151
squat,4,21,0.366616117086741,0.650456888516967
squat,4,22,0.501596630727184,0.45814569097246904
squat,4,23,0.700964298104292,0.20897777452165983
squat,4,24,0.5663065142219494,0.2840870201573604
squat,4,25,0.5893535677069848,0.5037105206419625
squat,4,26,0.5227598938003172,0.5144172255374286
squat,4,27,0.5079903833125841,0.5340253404656528
squat,4,28,0.443107925090883,0.46080035195406716
squat,4,29,0.5488363908116181,0.6807658567020978
squat,4,30,0.5246076227612578,0.5567606018618566
squat,4,31,0.48190314586060967,0.568168159177631
squat,4,32,0.6229963925190369,0.6056480539135302
squat,5,0,0.5644953136130053,0.6155843898066834
squat,5,1,0.5714908838821589,0.3405893944307872
squat,5,2,0.6142644601056816,0.5490202486540064
squat,5,3,0.49256335028545695,0.6451474349585881
squat,5,4,0.43084383056234193,0.5936499509709208
squat,5,5,0.6196288622053727,0.5514560318342853
squat,5,6,0.5983764873729353,0.4061004296969904
squat,5,7,0.32884977191698317,0.3627034119665117
squat,5,8,0.6414204733317823,0.40468105907922913
squat,5,9,0.45646526326391484,0.44898046971325195
squat,5,10,0.5034398168892843,0.4467090942626186
squat,5,11,0.3044472949114273,0.5994674843062799
squat,5,12,0.5222809312282011,0.4633154315290906
squat,5,13,0.4330834484035252,0.5129891559538085
squat,5,14,0.5378946942295748,0.3599468296975634
squat,5,15,0.5217959555087514,0.4072935244528939
squat,5,16,0.4379695185580843,0.5850600740373985
squat,5,17,0.42197313132403774,0.6235151610142106
squat,5,18,0.36716648765431903,0.5227914307643564
squat,5,19,0.5507799165549505,0.5577759757641754
squat,5,20,0.32250446677742245,0.44570393991164514
squat,5,21,0.5854180158939869,0.3807942603307348
squat,5,22,0.49395871899139965,0.5004410439561026
squat,5,23,0.5805802124133668,0.3233521065352064
squat,5,24,0.5463708270189259,0.3045872685190901
squat,5,25,0.5455333425636126,0.38902977185094
squat,5,26,0.25382655202821813,0.32365624394183024
squat,5,27,0.5380459653187529,0.4921011047777287
squat,5,28,0.5121184940115882,0.5385743442068482
squat,5,29,0.46792121225828387,0.5321860359669345
squat,5,30,0.5344903865880831,0.8015813620917109
squat,5,31,0.5398299953845562,0.3703570766095688
squat,5,32,0.7185195873344519,0.6549737984754405
squat,6,0,0.5012382788458571,0.5318159202602525
squat,6,1,0.6192730819181875,0.5979770838081885
squat,6,2,0.4513344988501083,0.5890056655670001
squat,6,3,0.45551542237276604,0.4498910491163002
squat,6,4,0.37962854950073477,0.41407557690164765
squat,6,5,0.5385815973791596,0.5502528349805
squat,6,6,0.5701310181599005,0.7202026268635457
squat,6,7,0.5095532839550487,0.34782791255321616
squat,6,8,0.19146598552619515,0.49115126626763583
squat,6,9,0.4970479826564565,0.42347827481552935
squat,6,10,0.38184589582123857,0.47025379120277416
squat,6,11,0.5115178818680373,0.44890541276569507
squat,6,12,0.5659765742589953,0.5434754571700037
squat,6,13,0.3282669502189277,0.6155421829296073
squat,6,14,0.526856265215341,0.5240089107044016
squat,6,15,0.4869303974292976,0.43093955251589006
squat,6,16,0.2997309879005099,0.40533731955892194
squat,6,17,0.5769668657533338,0.44813585481283474
squat,6,18,0.6144450537157504,0.3779407666512752
squat,6,19,0.6506827784625754,0.5571967517481659
squat,6,20,0.5166548996866481,0.37213801712108974
squat,6,21,0.5845688363948558,0.47703693038414086
squat,6,22,0.5633225418327545,0.49734524862486507
squat,6,23,0.5140320013102153,0.38060658592902397
squat,6,24,0.6049776209747322,0.47718142973868083
squat,6,25,0.5332623073637425,0.32521426660161
squat,6,26,0.6273082165252846,0.39724762846128303
squat,6,27,0.5355598499101659,0.612783558182058
squat,6,28,0.6666275509838323,0.3362183545159249
squat,6,29,0.5070477738634445,0.5378149214401611
squat,6,30,0.4187733228146393,0.5282972204428662
squat,6,31,0.5051217891715283,0.5347968459799943
squat,6,32,0.48631638012331213,0.594310022855169
squat,7,0,0.3830720403725117,0.45015142620796533
squat,7,1,0.4042936617500722,0.36430268187259196
squat,7,2,0.5751959285012485,0.6429624051810181
squat,7,3,0.34660765722538744,0.7117748314834921
squat,7,4,0.48885616546897837,0.401551697739122
squat,7,5,0.5173865711045427,0.4707120990993419
squat,7,6,0.5814193006036957,0.5776964470294796
squat,7,7,0.67148944799958,0.547206434509199
squat,7,8,0.5279661591878357,0.11203023589066086
squat,7,9,0.5612284264518801,0.5533195944878775
squat,7,10,0.610504257940494,0.5016260778442627
squat,7,11,0.5292756571947874,0.598272514050386
squat,7,12,0.4978291937650003,0.5811761851258705
squat,7,13,0.6587951558672851,0.5712759529209803
squat,7,14,0.6156729341063736,0.7747391808082031
squat,7,15,0.4141920087152911,0.2659822894192305
squat,7,16,0.6252529689464239,0.5146063207156549
squat,7,17,0.6083622256780337,0.5192586245032089
squat,7,18,0.39842442335310024,0.4434436868940167
squat,7,19,0.47701789388212584,0.5406385147777665
squat,7,20,0.5634553650009387,0.49820630822410533
squat,7,21,0.47254728441887284,0.5517535355829887
squat,7,22,0.4686000381860999,0.6312581396429969
squat,7,23,0.393461561893338,0.3123013412662684
squat,7,24,0.540933286460084,0.3785674189392574
squat,7,25,0.4769248330324361,0.42963997778922886
squat,7,26,0.552537602141644,0.4704344854144622
squat,7,27,0.3787840360913427,0.601397091202738
squat,7,28,0.37149995267875546,0.45113012778624934
squat,7,29,0.4949345314763205,0.4617022579133106
squat,7,30,0.4601706144509957,0.3871785399668512
squat,7,31,0.6621742118129829,0.5432706453312814
squat,7,32,0.5394110777848453,0.31422243245788495
squat,8,0,0.4838680948096822,0.5136031627537249
squat,8,1,0.38361370933906885,0.5504865113222919
squat,8,2,0.6538028419767588,0.6824165261175735
squat,8,3,0.649562179573541,0.4889050617507046
squat,8,4,0.5560159278314392,0.6558461983657167
squat,8,5,0.43132100034174936,0.44430065954032205
squat,8,6,0.3627111574541825,0.49593902710470006
squat,8,7,0.5558134282884901,0.48412788168158244
squat,8,8,0.45242045107816403,0.4979255691419645
squat,8,9,0.5716770338085065,0.714644494438535
squat,8,10,0.82984464177336,0.4314836432998553
squat,8,11,0.575810710973926,0.4183963419025267
squat,8,12,0.5158190817638394,0.5101229007222652
squat,8,13,0.40871098035550824,0.5251033389588017
squat,8,14,0.37177379780590375,0.3394163954387892
squat,8,15,0.6266522056954542,0.4389774646529283
squat,8,16,0.48208561430131985,0.6198560250016871
squat,8,17,0.4721194162293286,0.4757749988328383
squat,8,18,0.5584489056663601,0.3904646062953102
squat,8,19,0.4683376458126332,0.46370040675878
squat,8,20,0.4929482167594472,0.23394687664393687
squat,8,21,0.6391015265581776,0.6105974502886663
squat,8,22,0.5467640187971912,0.6270979005869303
squat,8,23,0.39219892409983437,0.5588732180358593
squat,8,24,0.6909198147348411,0.5071968631549051
squat,8,25,0.27270105441504,0.5027559243273235
squat,8,26,0.48840518639515557,0.5321013757093555
squat,8,27,0.4847433724835712,0.4134646288327214
squat,8,28,0.6556788902283812,0.5837798571897183
squat,8,29,0.5241202327933464,0.37180906977656736
squat,8,30,0.4642474687250887,0.6650777738370348
squat,8,31,0.43943412616410266,0.5200600167138529
squat,8,32,0.4450033838613962,0.45931052618510804
squat,9,0,0.5470907018574214,0.6551168280777921
squat,9,1,0.4486596482795463,0.41849775519613525
squat,9,2,0.5149167924200205,0.5372441662662782
squat,9,3,0.49050531537996006,0.6100343194044436
squat,9,4,0.636375699751754,0.4406066532759962
squat,9,5,0.47259561083482693,0.6057123414286397
squat,9,6,0.6442965322343885,0.42346339371855035
squat,9,7,0.6232001095558302,0.5142142601018352
squat,9,8,0.5235991724723593,0.5781255864973548
squat,9,9,0.4644278243792821,0.4243925757894612
squat,9,10,0.4346797764068822,0.48374583232121127
squat,9,11,0.5672854100198951,0.4491094441592308
squat,9,12,0.7166232972173328,0.5498950448909512
squat,9,13,0.5334128676985698,0.4737065278742819
squat,9,14,0.6178101791765479,0.4574980968177538
squat,9,15,0.4822962173441968,0.5323003075991596
squat,9,16,0.44114366636303376,0.377628304183685
squat,9,17,0.5362151540028576,0.6381484046133984
squat,9,18,0.4649097431482286,0.6023944129721072
squat,9,19,0.4641403641981425,0.3298807006904108
squat,9,20,0.546007347814146,0.5569326560298237
squat,9,21,0.6170148487011082,0.4091912127647557
squat,9,22,0.6418240553020522,0.4232557390316077
squat,9,23,0.5212660390107736,0.51266106944416
squat,9,24,0.5445064764254118,0.627914267174231
squat,9,25,0.5615915140045499,0.3488017100107722
squat,9,26,0.4632894017717277,0.472893855050849
squat,9,27,0.5769256707022647,0.6036592849199903
squat,9,28,0.5743240817221433,0.5815034287400114
squat,9,29,0.45982042961454084,0.46087511136623455
squat,9,30,0.5312773019565175,0.46474325532578986
squat,9,31,0.5123693782267443,0.6322507906158212
squat,9,32,0.4976166436115083,0.3935303502581713
squat,10,0,0.4242900486821805,0.5588076883567991
squat,10,1,0.5649325317964058,0.7189380314989318
squat,10,2,0.48222897614652627,0.5252495919481803
squat,10,3,0.5220638584740547,0.48568851208045005
squat,10,4,0.5472338208097812,0.5435198110420179
squat,10,5,0.5310886542874491,0.6585970724127711
squat,10,6,0.4158372645976969,0.4806645145502923
squat,10,7,0.48513834825489466,0.598077883358139
squat,10,8,0.4678780793753369,0.7167369293481426
squat,10,9,0.5845788555459303,0.3994872933976982
squat,10,10,0.5604285779956233,0.4962098387824736
squat,10,11,0.41421275290425486,0.4499230920853891
squat,10,12,0.39958078939464153,0.38454005546978687
squat,10,13,0.558224990653234,0.4992778545417709
squat,10,14,0.6351898526075387,0.43923785472113186
squat,10,15,0.5958285361821422,0.5825758283379745
squat,10,16,0.5032495237010952,0.548041139125594
squat,10,17,0.5826159073090621,0.5868669842128773
squat,10,18,0.52501330238753,0.4939156484295592
squat,10,19,0.562188896789561,0.544543139709511
squat,10,20,0.3639056621397007,0.3973535243793618
squat,10,21,0.35541099393363296,0.3349616829927514
squat,10,22,0.5355649202282139,0.4125450000063172
squat,10,23,0.5394916459362092,0.4116661007586014
squat,10,24,0.3691065780444692,0.4288193990900457
squat,10,25,0.501641018114408,0.4667328108316224
squat,10,26,0.4311180751638352,0.5016750995059013
squat,10,27,0.5004736689522014,0.7810222778586937
squat,10,28,0.4430508630481817,0.5709064990012142
squat,10,29,0.21114441626139469,0.6543068349817609
squat,10,30,0.597813822502055,0.5067130840922709
squat,10,31,0.5251704448039788,0.5630497628552328
squat,10,32,0.46841502012828895,0.43898746609844747
squat,11,0,0.4655742243600989,0.567681400109348
squat,11,1,0.5725884746648771,0.45250678018033585
squat,11,2,0.5315683249921278,0.46663447025306337
squat,11,3,0.38460209146134483,0.43086216860549564
squat,11,4,0.506086379444481,0.3982481775890467
squat,11,5,0.34857328508814367,0.6192450949765393
squat,11,6,0.4474533139115087,0.5000547701213128
squat,11,7,0.5560596547648106,0.5028489879363376
squat,11,8,0.5567277456227173,0.3189122726147099
squat,11,9,0.42905111007607377,0.5016477343292096
squat,11,10,0.4614490888490401,0.3832757008486093
squat,11,11,0.4735269168225003,0.5289706410254224
squat,11,12,0.5911500730991689,0.4515426695118087
squat,11,13,0.4999099813242933,0.3750176184870475
squat,11,14,0.4688314059704356,0.2524041046168203
squat,11,15,0.6008850200864896,0.6232715551511526
squat,11,16,0.662680733330091,0.6029668445084478
squat,11,17,0.6179782729112081,0.39040867808907875
squat,11,18,0.6718536591005624,0.44877754420493066
squat,11,19,0.4583998066855809,0.5196497270640793
squat,11,20,0.5266331574463274,0.3760434451574924
squat,11,21,0.48435392710139913,0.5789579163656998
squat,11,22,0.5040455980989154,0.2879358056572856
squat,11,23,0.39344460012599863,0.5115912421656312
squat,11,24,0.5673154612446982,0.4933969500677751
squat,11,25,0.46850926231077755,0.42169435977590014
squat,11,26,0.31715860015744773,0.5756565396176523
squat,11,27,0.4230348583833542,0.580231668752359
squat,11,28,0.5872641349248003,0.4860828945140562
squat,11,29,0.4584484290939442,0.5045834753364702
squat,11,30,0.49720832424133227,0.4093737578237895
squat,11,31,0.44052233893641324,0.4133973654990075
squat,11,32,0.5843624823346313,0.49158597101436974
squat,12,0,0.5986862240324596,0.6105049471934384
squat,12,1,0.5459852021738244,0.5748913392383356
squat,12,2,0.45875241952746243,0.6708952495819593
squat,12,3,0.45401560525278206,0.38020584328684565
squat,12,4,0.4886052774249431,0.5317067058299276
squat,12,5,0.5538078445607427,0.5113192691794014
squat,12,6,0.460190157975749,0.709307750671744
squat,12,7,0.613216290850275,0.4526759561580853
squat,12,8,0.550626723404369,0.49641206392508685
squat,12,9,0.35471824734601554,0.5905082985006076
squat,12,10,0.33155726669508545,0.5363933266659955
squat,12,11,0.4389466039912824,0.6595782454093448
squat,12,12,0.5166497099794991,0.43107367195672236
squat,12,13,0.37476579766158347,0.6942436308755865
squat,12,14,0.4247375536429073,0.6153099436122158
squat,12,15,0.368323731711482,0.5449132120539113
squat,12,16,0.5084041451197129,0.5727615549666272
squat,12,17,0.458386388691075,0.5102372274612544
squat,12,18,0.557982077561266,0.42651340196769355
squat,12,19,0.5388695191850299,0.45148577552186603
squat,12,20,0.5577937296506102,0.5818346842265115
squat,12,21,0.6080322663490711,0.4133320171039292
squat,12,22,0.4219764028588323,0.5888231196800864
squat,12,23,0.585331211337163,0.6669975263555562
squat,12,24,0.44605804318971565,0.606198360383887
squat,12,25,0.5200012648436995,0.5331798207329305
squat,12,26,0.3459824716683897,0.4849192223387411
squat,12,27,0.6343198677496419,0.43951837073475997
squat,12,28,0.5971128280425001,0.4724090493995239
squat,12,29,0.3317732473053826,0.4226048213747747
squat,12,30,0.320342552551217,0.4272805375139118
squat,12,31,0.5305396314943673,0.4031436663462695
squat,12,32,0.4062367549302389,0.4566411126141291
squat,13,0,0.658060489052407,0.44914937710605024
squat,13,1,0.6636495739365076,0.54027719819796
squat,13,2,0.419757343749792,0.495940628619596
squat,13,3,0.4659112055297752,0.39817043605011443
squat,13,4,0.4264841325263742,0.5406947439361696
squat,13,5,0.47515325441402784,0.49553125347325006
squat,13,6,0.5212961108646722,0.43202187056359875
squat,13,7,0.4257175024731214,0.4707275000977014
squat,13,8,0.5164570664939365,0.5133103582978626
squat,13,9,0.4486643559795734,0.5164151780788888
squat,13,10,0.45624589027144175,0.599430563650456
squat,13,11,0.4983148157725105,0.3451842056938798
squat,13,12,0.4209905537794665,0.45389058099698787
squat,13,13,0.5010301905496346,0.3407739287563281
squat,13,14,0.5294924506508607,0.6234851519226693
squat,13,15,0.5376794813109386,0.3998785066966139
squat,13,16,0.51946279920365,0.38147993586961637
squat,13,17,0.3196691510052667,0.4150693301922803
squat,13,18,0.4788774381969292,0.6614200253525592
squat,13,19,0.5677108351829845,0.36034011737065913
squat,13,20,0.5610045823322454,0.49103647459068067
squat,13,21,0.6467266301647804,0.3216399014729592
squat,13,22,0.5497086891318392,0.6066192947591315
squat,13,23,0.43652876833324805,0.5013713251973925
squat,13,24,0.4468897947040738,0.37957897040482225
squat,13,25,0.555705710515756,0.5752708913042375
squat,13,26,0.3608674806327201,0.5477415666867504
squat,13,27,0.39575646349123966,0.48355964692801895
squat,13,28,0.4274569993882622,0.4435358557730843
squat,13,29,0.562364118569469,0.46651393496590465
squat,13,30,0.6172588780894929,0.48920431882392734
squat,13,31,0.44768075548913827,0.39164561058342706
squat,13,32,0.513170397855119,0.4899880396953988
squat,14,0,0.5753079682513562,0.44351424121258176
squat,14,1,0.3519607996276486,0.5996889814680348
squat,14,2,0.5375591817574347,0.5024827288253793
squat,14,3,0.6051950587048152,0.5638191674430444
squat,14,4,0.45273778668424147,0.4228155002090115
squat,14,5,0.35288968519493685,0.6438085127494367
squat,14,6,0.45623108617018676,0.48023637395293506
squat,14,7,0.6379857487563494,0.4884076455276136
squat,14,8,0.4583458160127692,0.4588944507609042
squat,14,9,0.4705494527210481,0.49793518206023246
squat,14,10,0.6033119895662509,0.4907647078931021
squat,14,11,0.5218825497457132,0.5286209487217471
squat,14,12,0.3847945630210349,0.2793022708288233
squat,14,13,0.46124756355550534,0.586773702553395
squat,14,14,0.6021490104209849,0.32843529306604985
squat,14,15,0.3131530368305287,0.3944663195451612
squat,14,16,0.5597828912408346,0.6001412563425123
squat,14,17,0.46346834405819815,0.505175882767839
squat,14,18,0.5948884810819312,0.5542666315998194
squat,14,19,0.27230343211376046,0.5190622803778717
squat,14,20,0.31465197784361243,0.6275506874260144
squat,14,21,0.4094180146218533,0.553266765028958
squat,14,22,0.4943029556613395,0.2644302760118392
squat,14,23,0.5580685945712278,0.5737630603286669
squat,14,24,0.4569303291825817,0.6443141725960383
squat,14,25,0.3509664208530691,0.44063146901557365
squat,14,26,0.4092954022452983,0.5382716554451697
squat,14,27,0.5953202014728524,0.509160195441805
squat,14,28,0.42402177547771225,0.4676816650982406
squat,14,29,0.43320700291712594,0.4854083669908786
squat,14,30,0.47537582043926774,0.614270499136842
squat,14,31,0.441178983353573,0.4914488099581252
squat,14,32,0.40722434519968576,0.36131807299484686
squat,15,0,0.23665733525546384,0.4371624174076765
squat,15,1,0.6187254035623702,0.635207733333167
squat,15,2,0.5145639132671304,0.6215301945824925
squat,15,3,0.4782418840288446,0.45895988442420477
squat,15,4,0.5287692735656715,0.5094083417645077
squat,15,5,0.6175862858818,0.6228146381153495
squat,15,6,0.36203007072129134,0.4307533876836306
squat,15,7,0.5040232169757068,0.5507110788221438
squat,15,8,0.5452779454145145,0.6493392421698015
squat,15,9,0.6210516814910856,0.4969474383237245
squat,15,10,0.6171200618982635,0.4389169222330538
squat,15,11,0.39155705145296466,0.5849079092183342
squat,15,12,0.5873820793348484,0.38053426414870667
squat,15,13,0.5788494882783795,0.4268206994794843
squat,15,14,0.4231798970409914,0.6933210387206493
squat,15,15,0.5096976282845453,0.4054079364943032
squat,15,16,0.5438808954263245,0.6220390795167952
squat,15,17,0.6233363131329106,0.3195156903372579
squat,15,18,0.41962751402415227,0.4317287062102066
squat,15,19,0.5588128105440384,0.48399633513753115
squat,15,20,0.6292432395017897,0.48865763119049277
squat,15,21,0.4497446787780157,0.4929038564356768
squat,15,22,0.5130237907501247,0.533277189585819
squat,15,23,0.4873333382242804,0.6634882277271358
squat,15,24,0.4045873603725312,0.505409201450381
squat,15,25,0.5078451430157268,0.6778370877463212
squat,15,26,0.5266780593827988,0.48295436966888167
squat,15,27,0.47609966097459755,0.3795294261760861
squat,15,28,0.5275214715787141,0.49566732989047996
squat,15,29,0.4133141420077846,0.6486794980355328
squat,15,30,0.5361010318822118,0.6397299597074784
squat,15,31,0.27281918793532806,0.5094694231688317
squat,15,32,0.5355707439208658,0.590131040685174
squat,16,0,0.4081349694619612,0.5706666413320769
squat,16,1,0.427251493516804,0.3857536284452514
squat,16,2,0.5266441236048811,0.6222143180482267
squat,16,3,0.5470857962805935,0.6331017740823206
squat,16,4,0.491050798168873,0.5632622205515769
squat,16,5,0.4407497122637726,0.6411515934537896
squat,16,6,0.6577536273240687,0.4074756572753996
squat,16,7,0.5256784034371713,0.6050208484610106
squat,16,8,0.4878183314274108,0.5807991485499447
squat,16,9,0.5401934090642331,0.44294214578502866
squat,16,10,0.4827065047488391,0.4008804240929968
squat,16,11,0.6604894302330727,0.5894748161651687
squat,16,12,0.4821300492492744,0.3842025423934016
squat,16,13,0.6046413451257255,0.5736696260476947
squat,16,14,0.5360776838102036,0.4966239338195435
squat,16,15,0.41316343729021826,0.4782305196989642
squat,16,16,0.47767954154238434,0.5020121422966402
squat,16,17,0.5587500587109187,0.4948712215941513
squat,16,18,0.6462293217680346,0.6823554287285285
squat,16,19,0.4022180737595934,0.4541314323032205
squat,16,20,0.5213872612560677,0.4629342456229033
squat,16,21,0.3564058080299326,0.4122458149101031
squat,16,22,0.6925670205519336,0.4892974696018822
squat,16,23,0.6946472271810986,0.4587024516837257
squat,16,24,0.5645666471087365,0.4418054677834723
squat,16,25,0.4538323159105018,0.5023089618865421
squat,16,26,0.45131064821248285,0.5011090322699757
squat,16,27,0.6170225787560127,0.4241721276077507
squat,16,28,0.41115583791305277,0.4883559782162241
squat,16,29,0.5198068382104073,0.5682158845089393
squat,16,30,0.5373794774541404,0.4639187202671505
squat,16,31,0.6987698405157242,0.5687924506508069
squat,16,32,0.3773281055311807,0.42616670633450754
squat,17,0,0.1979110263019958,0.4760056100424252
